intervention_id,intervention_category,intervention_subcategory,vehicle_category,vehicle_subcategory,fuel_type,vehicle_manufacturer,vehicle_production_year,fuel_efficiency_unit,fuel_efficiency,capital_cost_unit,capital_cost,lifespan,annual_maintenance_unit,annual_maintenance,depreciation_factor
passenger_fuelswitch_143,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Smart,2018,km per kWh,5,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_144,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2018,km per kWh,5.23,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_145,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Volkswagen,2018,km per kWh,5.75,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_146,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Bmw,2019,km per kWh,5.41,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_147,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2019,km per kWh,5.68,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_148,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Hyundai,2019,km per kWh,6.45,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_149,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Kia,2019,km per kWh,5.28,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_150,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2019,km per kWh,5.15,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_151,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Smart,2019,km per kWh,5,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_152,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2019,km per kWh,5.35,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_153,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Volkswagen,2019,km per kWh,5.75,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_154,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Bmw,2020,km per kWh,5.41,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_155,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2020,km per kWh,5.62,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_156,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Hyundai,2020,km per kWh,6.33,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_157,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Kia,2020,km per kWh,5.43,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_158,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mini,2020,km per kWh,5.15,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_159,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2020,km per kWh,5.14,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_160,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Porsche,2020,km per kWh,3.28,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_161,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2020,km per kWh,5.58,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_162,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Volkswagen,2020,km per kWh,5.38,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_163,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Bmw,2021,km per kWh,5.41,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_164,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2021,km per kWh,5.62,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_165,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Ford,2021,km per kWh,4.46,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_166,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Hyundai,2021,km per kWh,6.33,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_167,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Kia,2021,km per kWh,5.44,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_168,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mini,2021,km per kWh,5.15,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_169,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2021,km per kWh,5.14,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_170,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Polestar,2021,km per kWh,4.39,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_171,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Porsche,2021,km per kWh,3.55,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_172,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2021,km per kWh,5.55,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_173,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Audi,2022,km per kWh,3.88,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_174,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Bmw,2022,km per kWh,4.52,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_175,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2022,km per kWh,5.59,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_176,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Hyundai,2022,km per kWh,5.07,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_177,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Kia,2022,km per kWh,5.41,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_178,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Lucid,2022,km per kWh,5.71,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_179,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mazda,2022,km per kWh,4.39,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_180,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mercedes-Benz,2022,km per kWh,4.46,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_181,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mini,2022,km per kWh,5.24,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_182,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2022,km per kWh,5.14,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_183,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Polestar,2022,km per kWh,4.64,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_184,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Porsche,2022,km per kWh,3.61,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_185,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2022,km per kWh,5.58,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_186,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Audi,2023,km per kWh,3.88,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_187,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Bmw,2023,km per kWh,4.5,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_188,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2023,km per kWh,5.59,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_189,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Genesis,2023,km per kWh,4.49,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_190,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Hyundai,2023,km per kWh,5.5,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_191,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Kia,2023,km per kWh,5.05,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_192,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Lucid,2023,km per kWh,5.95,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_193,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mazda,2023,km per kWh,4.39,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_194,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mercedes-Benz,2023,km per kWh,4.03,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_195,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mini,2023,km per kWh,5.24,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_196,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Polestar,2023,km per kWh,4.79,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_197,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Porsche,2023,km per kWh,3.77,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_198,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2023,km per kWh,5.67,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_199,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Compressed Natural Gas (CNG),Mercury,1996,km per m3,7.69,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_200,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Compressed Natural Gas (CNG),Ford,2001,km per m3,6.9,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_201,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Compressed Natural Gas (CNG),Chevrolet,2002,km per m3,8.55,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_202,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Compressed Natural Gas (CNG),Ford,2002,km per m3,6.8,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_203,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Compressed Natural Gas (CNG),Chevrolet,2004,km per m3,10,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_204,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Compressed Natural Gas (CNG),Chevrolet,2016,km per m3,7.87,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_205,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,1995,km per L,9.85,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_206,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,1995,km per L,12.74,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_207,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,1996,km per L,11.49,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_208,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,1996,km per L,9.17,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_209,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,1997,km per L,10.87,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_210,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,1997,km per L,14.63,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_211,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,1998,km per L,11.11,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_212,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,1998,km per L,14.75,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_213,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,1999,km per L,11.24,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_214,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,1999,km per L,15.25,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_215,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2000,km per L,15.15,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_216,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2001,km per L,15.04,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_217,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2002,km per L,15.15,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_218,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2003,km per L,15.09,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_219,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2004,km per L,14.52,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_220,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2005,km per L,11.36,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_221,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Smart,2005,km per L,19.23,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_222,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2005,km per L,13.72,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_223,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2006,km per L,11.36,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_224,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Smart,2006,km per L,19.23,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_225,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2006,km per L,14.04,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_226,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2007,km per L,11.24,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_227,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2008,km per L,11.11,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_228,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Bmw,2009,km per L,11.63,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_229,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2009,km per L,11.11,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_230,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2009,km per L,13.61,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_231,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Audi,2010,km per L,13.51,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_232,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Bmw,2010,km per L,11.63,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_233,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2010,km per L,13.61,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_234,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Audi,2011,km per L,13.51,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_235,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Bmw,2011,km per L,11.63,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_236,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2011,km per L,10.64,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_237,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2011,km per L,13.61,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_238,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Audi,2012,km per L,13.51,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_239,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2012,km per L,10.58,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_240,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2012,km per L,13.73,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_241,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Audi,2013,km per L,13.51,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_242,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2013,km per L,10.58,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_243,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2013,km per L,13.62,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_244,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Audi,2014,km per L,12.12,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_245,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Bmw,2014,km per L,14.08,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_246,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Chevrolet,2014,km per L,14.08,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_247,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2014,km per L,13.89,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_248,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2014,km per L,13.62,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_249,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Audi,2015,km per L,12.66,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_250,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Bmw,2015,km per L,13.29,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_251,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Chevrolet,2015,km per L,14.08,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_252,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2015,km per L,13.51,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_253,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Volkswagen,2015,km per L,14.97,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_254,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Audi,2016,km per L,12.5,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_255,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Bmw,2016,km per L,13.95,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_256,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Mercedes-Benz,2016,km per L,13.51,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_257,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Bmw,2017,km per L,14.29,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_258,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Chevrolet,2017,km per L,15.75,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_259,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Jaguar,2017,km per L,14.49,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_260,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Bmw,2018,km per L,14.29,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_261,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Chevrolet,2018,km per L,15.33,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_262,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Jaguar,2018,km per L,14.49,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_263,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Chevrolet,2019,km per L,15.38,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_264,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Jaguar,2019,km per L,14.49,USD,60000,10,USD,1500,0.15
passenger_fuelswitch_265,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Ethanol (85%),Ford,1999,km per L,6.29,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_266,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Ethanol (85%),Chrysler,2003,km per L,6.76,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_267,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Ethanol (85%),Ford,2003,km per L,6.25,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_268,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Ethanol (85%),Chrysler,2004,km per L,6.76,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_269,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Ethanol (85%),Chrysler,2005,km per L,6.76,USD,#N/A,#N/A,USD,#N/A,#N/A
passenger_fuelswitch_270,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Ethanol (85%),Ford,2005,km per L,6.33,USD,#N/A,#N/A,USD,#N/A,#N/A
