intervention_id,intervention_category,intervention_subcategory,vehicle_category,vehicle_subcategory,fuel_type,vehicle_manufacturer,vehicle_production_year,fuel_efficiency_unit,fuel_efficiency,capital_cost_unit,capital_cost,lifespan,annual_maintenance_unit,annual_maintenance,depreciation_factor
suv_fuelswitch_295,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Geo,1996,km per L,9.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_296,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,1996,km per L,6.28,USD,51750,10,USD,1500,0.15
suv_fuelswitch_297,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Isuzu,1996,km per L,6.15,USD,51750,10,USD,1500,0.15
suv_fuelswitch_298,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,1996,km per L,6.92,USD,51750,10,USD,1500,0.15
suv_fuelswitch_299,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,1996,km per L,5.54,USD,51750,10,USD,1500,0.15
suv_fuelswitch_300,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,1996,km per L,6.49,USD,51750,10,USD,1500,0.15
suv_fuelswitch_301,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,1996,km per L,9.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_302,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,1996,km per L,9.12,USD,51750,10,USD,1500,0.15
suv_fuelswitch_303,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,1996,km per L,7.12,USD,51750,10,USD,1500,0.15
suv_fuelswitch_304,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,1997,km per L,6.45,USD,51750,10,USD,1500,0.15
suv_fuelswitch_305,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,1997,km per L,6.99,USD,51750,10,USD,1500,0.15
suv_fuelswitch_306,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,1997,km per L,6.33,USD,51750,10,USD,1500,0.15
suv_fuelswitch_307,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Geo,1997,km per L,9.19,USD,51750,10,USD,1500,0.15
suv_fuelswitch_308,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,1997,km per L,6.45,USD,51750,10,USD,1500,0.15
suv_fuelswitch_309,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,1997,km per L,8.62,USD,51750,10,USD,1500,0.15
suv_fuelswitch_310,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,1997,km per L,6.37,USD,51750,10,USD,1500,0.15
suv_fuelswitch_311,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,1997,km per L,6.87,USD,51750,10,USD,1500,0.15
suv_fuelswitch_312,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,1997,km per L,5.6,USD,51750,10,USD,1500,0.15
suv_fuelswitch_313,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,1997,km per L,5.49,USD,51750,10,USD,1500,0.15
suv_fuelswitch_314,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,1997,km per L,6.8,USD,51750,10,USD,1500,0.15
suv_fuelswitch_315,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,1997,km per L,9.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_316,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,1997,km per L,9.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_317,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,1997,km per L,7.91,USD,51750,10,USD,1500,0.15
suv_fuelswitch_318,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,1998,km per L,7.07,USD,51750,10,USD,1500,0.15
suv_fuelswitch_319,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,1998,km per L,5.54,USD,51750,10,USD,1500,0.15
suv_fuelswitch_320,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,1998,km per L,6.09,USD,51750,10,USD,1500,0.15
suv_fuelswitch_321,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,1998,km per L,6.25,USD,51750,10,USD,1500,0.15
suv_fuelswitch_322,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,1998,km per L,8.55,USD,51750,10,USD,1500,0.15
suv_fuelswitch_323,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,1998,km per L,6.37,USD,51750,10,USD,1500,0.15
suv_fuelswitch_324,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Isuzu,1998,km per L,6.66,USD,51750,10,USD,1500,0.15
suv_fuelswitch_325,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,1998,km per L,6.79,USD,51750,10,USD,1500,0.15
suv_fuelswitch_326,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,1998,km per L,5.59,USD,51750,10,USD,1500,0.15
suv_fuelswitch_327,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,1998,km per L,7.14,USD,51750,10,USD,1500,0.15
suv_fuelswitch_328,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,1998,km per L,6.45,USD,51750,10,USD,1500,0.15
suv_fuelswitch_329,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,1998,km per L,8.77,USD,51750,10,USD,1500,0.15
suv_fuelswitch_330,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,1998,km per L,9.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_331,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,1998,km per L,8.49,USD,51750,10,USD,1500,0.15
suv_fuelswitch_332,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,1999,km per L,6.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_333,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,1999,km per L,5.35,USD,51750,10,USD,1500,0.15
suv_fuelswitch_334,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,1999,km per L,7.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_335,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,1999,km per L,5.8,USD,51750,10,USD,1500,0.15
suv_fuelswitch_336,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,1999,km per L,6.19,USD,51750,10,USD,1500,0.15
suv_fuelswitch_337,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,1999,km per L,6.33,USD,51750,10,USD,1500,0.15
suv_fuelswitch_338,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,1999,km per L,8.7,USD,51750,10,USD,1500,0.15
suv_fuelswitch_339,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,1999,km per L,6.37,USD,51750,10,USD,1500,0.15
suv_fuelswitch_340,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Isuzu,1999,km per L,6.66,USD,51750,10,USD,1500,0.15
suv_fuelswitch_341,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,1999,km per L,7,USD,51750,10,USD,1500,0.15
suv_fuelswitch_342,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,1999,km per L,5.57,USD,51750,10,USD,1500,0.15
suv_fuelswitch_343,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,1999,km per L,6.94,USD,51750,10,USD,1500,0.15
suv_fuelswitch_344,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lincoln,1999,km per L,5.26,USD,51750,10,USD,1500,0.15
suv_fuelswitch_345,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,1999,km per L,6.69,USD,51750,10,USD,1500,0.15
suv_fuelswitch_346,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,1999,km per L,6.45,USD,51750,10,USD,1500,0.15
suv_fuelswitch_347,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,1999,km per L,8.89,USD,51750,10,USD,1500,0.15
suv_fuelswitch_348,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,1999,km per L,8.88,USD,51750,10,USD,1500,0.15
suv_fuelswitch_349,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,1999,km per L,8.5,USD,51750,10,USD,1500,0.15
suv_fuelswitch_350,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volkswagen,1999,km per L,6.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_351,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2000,km per L,7.81,USD,51750,10,USD,1500,0.15
suv_fuelswitch_352,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,2000,km per L,5.35,USD,51750,10,USD,1500,0.15
suv_fuelswitch_353,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2000,km per L,6.87,USD,51750,10,USD,1500,0.15
suv_fuelswitch_354,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2000,km per L,5.41,USD,51750,10,USD,1500,0.15
suv_fuelswitch_355,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2000,km per L,6.35,USD,51750,10,USD,1500,0.15
suv_fuelswitch_356,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2000,km per L,6.08,USD,51750,10,USD,1500,0.15
suv_fuelswitch_357,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2000,km per L,8.62,USD,51750,10,USD,1500,0.15
suv_fuelswitch_358,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,2000,km per L,6.29,USD,51750,10,USD,1500,0.15
suv_fuelswitch_359,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Isuzu,2000,km per L,6.47,USD,51750,10,USD,1500,0.15
suv_fuelswitch_360,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,2000,km per L,6.71,USD,51750,10,USD,1500,0.15
suv_fuelswitch_361,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Kia,2000,km per L,7.91,USD,51750,10,USD,1500,0.15
suv_fuelswitch_362,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,2000,km per L,5.52,USD,51750,10,USD,1500,0.15
suv_fuelswitch_363,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,2000,km per L,6.93,USD,51750,10,USD,1500,0.15
suv_fuelswitch_364,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lincoln,2000,km per L,5.35,USD,51750,10,USD,1500,0.15
suv_fuelswitch_365,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,2000,km per L,6.67,USD,51750,10,USD,1500,0.15
suv_fuelswitch_366,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,2000,km per L,6.7,USD,51750,10,USD,1500,0.15
suv_fuelswitch_367,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,2000,km per L,9.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_368,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,2000,km per L,8.76,USD,51750,10,USD,1500,0.15
suv_fuelswitch_369,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,2000,km per L,8.52,USD,51750,10,USD,1500,0.15
suv_fuelswitch_370,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Acura,2001,km per L,7.41,USD,51750,10,USD,1500,0.15
suv_fuelswitch_371,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Audi,2001,km per L,6.76,USD,51750,10,USD,1500,0.15
suv_fuelswitch_372,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2001,km per L,6.51,USD,51750,10,USD,1500,0.15
suv_fuelswitch_373,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2001,km per L,7.01,USD,51750,10,USD,1500,0.15
suv_fuelswitch_374,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,2001,km per L,8.44,USD,51750,10,USD,1500,0.15
suv_fuelswitch_375,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2001,km per L,5.48,USD,51750,10,USD,1500,0.15
suv_fuelswitch_376,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2001,km per L,6.94,USD,51750,10,USD,1500,0.15
suv_fuelswitch_377,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2001,km per L,5.96,USD,51750,10,USD,1500,0.15
suv_fuelswitch_378,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2001,km per L,8.62,USD,51750,10,USD,1500,0.15
suv_fuelswitch_379,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hyundai,2001,km per L,7.87,USD,51750,10,USD,1500,0.15
suv_fuelswitch_380,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,2001,km per L,6.33,USD,51750,10,USD,1500,0.15
suv_fuelswitch_381,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Isuzu,2001,km per L,6.6,USD,51750,10,USD,1500,0.15
suv_fuelswitch_382,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,2001,km per L,6.67,USD,51750,10,USD,1500,0.15
suv_fuelswitch_383,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Kia,2001,km per L,7.75,USD,51750,10,USD,1500,0.15
suv_fuelswitch_384,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,2001,km per L,6.77,USD,51750,10,USD,1500,0.15
suv_fuelswitch_385,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lincoln,2001,km per L,5.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_386,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mazda,2001,km per L,8.46,USD,51750,10,USD,1500,0.15
suv_fuelswitch_387,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,2001,km per L,6.54,USD,51750,10,USD,1500,0.15
suv_fuelswitch_388,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,2001,km per L,6.49,USD,51750,10,USD,1500,0.15
suv_fuelswitch_389,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,2001,km per L,8.16,USD,51750,10,USD,1500,0.15
suv_fuelswitch_390,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,2001,km per L,9.05,USD,51750,10,USD,1500,0.15
suv_fuelswitch_391,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,2001,km per L,8.29,USD,51750,10,USD,1500,0.15
suv_fuelswitch_392,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,2001,km per L,7.39,USD,51750,10,USD,1500,0.15
suv_fuelswitch_393,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volvo,2001,km per L,7.52,USD,51750,10,USD,1500,0.15
suv_fuelswitch_394,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Acura,2002,km per L,7.41,USD,51750,10,USD,1500,0.15
suv_fuelswitch_395,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Audi,2002,km per L,6.78,USD,51750,10,USD,1500,0.15
suv_fuelswitch_396,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2002,km per L,6.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_397,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Buick,2002,km per L,8.16,USD,51750,10,USD,1500,0.15
suv_fuelswitch_398,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,2002,km per L,5,USD,51750,10,USD,1500,0.15
suv_fuelswitch_399,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2002,km per L,6.94,USD,51750,10,USD,1500,0.15
suv_fuelswitch_400,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,2002,km per L,8.73,USD,51750,10,USD,1500,0.15
suv_fuelswitch_401,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2002,km per L,5.6,USD,51750,10,USD,1500,0.15
suv_fuelswitch_402,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2002,km per L,6.84,USD,51750,10,USD,1500,0.15
suv_fuelswitch_403,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2002,km per L,5.99,USD,51750,10,USD,1500,0.15
suv_fuelswitch_404,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2002,km per L,8.93,USD,51750,10,USD,1500,0.15
suv_fuelswitch_405,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hyundai,2002,km per L,8.38,USD,51750,10,USD,1500,0.15
suv_fuelswitch_406,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,2002,km per L,6.29,USD,51750,10,USD,1500,0.15
suv_fuelswitch_407,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Isuzu,2002,km per L,6.6,USD,51750,10,USD,1500,0.15
suv_fuelswitch_408,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,2002,km per L,6.5,USD,51750,10,USD,1500,0.15
suv_fuelswitch_409,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Kia,2002,km per L,7.81,USD,51750,10,USD,1500,0.15
suv_fuelswitch_410,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,2002,km per L,5.31,USD,51750,10,USD,1500,0.15
suv_fuelswitch_411,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,2002,km per L,6.35,USD,51750,10,USD,1500,0.15
suv_fuelswitch_412,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lincoln,2002,km per L,5.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_413,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mazda,2002,km per L,8.42,USD,51750,10,USD,1500,0.15
suv_fuelswitch_414,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,2002,km per L,6.06,USD,51750,10,USD,1500,0.15
suv_fuelswitch_415,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,2002,km per L,6.46,USD,51750,10,USD,1500,0.15
suv_fuelswitch_416,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Oldsmobile,2002,km per L,6.76,USD,51750,10,USD,1500,0.15
suv_fuelswitch_417,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,2002,km per L,8.16,USD,51750,10,USD,1500,0.15
suv_fuelswitch_418,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saturn,2002,km per L,8.79,USD,51750,10,USD,1500,0.15
suv_fuelswitch_419,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,2002,km per L,9.01,USD,51750,10,USD,1500,0.15
suv_fuelswitch_420,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,2002,km per L,8.29,USD,51750,10,USD,1500,0.15
suv_fuelswitch_421,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,2002,km per L,7.71,USD,51750,10,USD,1500,0.15
suv_fuelswitch_422,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volvo,2002,km per L,8,USD,51750,10,USD,1500,0.15
suv_fuelswitch_423,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Acura,2003,km per L,7.35,USD,51750,10,USD,1500,0.15
suv_fuelswitch_424,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Audi,2003,km per L,7.12,USD,51750,10,USD,1500,0.15
suv_fuelswitch_425,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2003,km per L,6.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_426,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Buick,2003,km per L,8.06,USD,51750,10,USD,1500,0.15
suv_fuelswitch_427,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,2003,km per L,5.43,USD,51750,10,USD,1500,0.15
suv_fuelswitch_428,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2003,km per L,6.51,USD,51750,10,USD,1500,0.15
suv_fuelswitch_429,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,2003,km per L,8.6,USD,51750,10,USD,1500,0.15
suv_fuelswitch_430,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2003,km per L,5.99,USD,51750,10,USD,1500,0.15
suv_fuelswitch_431,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2003,km per L,6.98,USD,51750,10,USD,1500,0.15
suv_fuelswitch_432,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2003,km per L,6.05,USD,51750,10,USD,1500,0.15
suv_fuelswitch_433,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2003,km per L,8.58,USD,51750,10,USD,1500,0.15
suv_fuelswitch_434,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hyundai,2003,km per L,8.33,USD,51750,10,USD,1500,0.15
suv_fuelswitch_435,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,2003,km per L,6.65,USD,51750,10,USD,1500,0.15
suv_fuelswitch_436,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Isuzu,2003,km per L,6.25,USD,51750,10,USD,1500,0.15
suv_fuelswitch_437,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,2003,km per L,7.11,USD,51750,10,USD,1500,0.15
suv_fuelswitch_438,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Kia,2003,km per L,6.41,USD,51750,10,USD,1500,0.15
suv_fuelswitch_439,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,2003,km per L,6.05,USD,51750,10,USD,1500,0.15
suv_fuelswitch_440,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,2003,km per L,5.65,USD,51750,10,USD,1500,0.15
suv_fuelswitch_441,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lincoln,2003,km per L,5.85,USD,51750,10,USD,1500,0.15
suv_fuelswitch_442,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mazda,2003,km per L,8.47,USD,51750,10,USD,1500,0.15
suv_fuelswitch_443,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,2003,km per L,5.8,USD,51750,10,USD,1500,0.15
suv_fuelswitch_444,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mitsubishi,2003,km per L,7.32,USD,51750,10,USD,1500,0.15
suv_fuelswitch_445,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,2003,km per L,6.81,USD,51750,10,USD,1500,0.15
suv_fuelswitch_446,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Oldsmobile,2003,km per L,6.62,USD,51750,10,USD,1500,0.15
suv_fuelswitch_447,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,2003,km per L,8.06,USD,51750,10,USD,1500,0.15
suv_fuelswitch_448,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Porsche,2003,km per L,5.9,USD,51750,10,USD,1500,0.15
suv_fuelswitch_449,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saturn,2003,km per L,8.7,USD,51750,10,USD,1500,0.15
suv_fuelswitch_450,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,2003,km per L,8.75,USD,51750,10,USD,1500,0.15
suv_fuelswitch_451,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,2003,km per L,8.11,USD,51750,10,USD,1500,0.15
suv_fuelswitch_452,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,2003,km per L,7.66,USD,51750,10,USD,1500,0.15
suv_fuelswitch_453,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volvo,2003,km per L,7.41,USD,51750,10,USD,1500,0.15
suv_fuelswitch_454,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Acura,2004,km per L,7.35,USD,51750,10,USD,1500,0.15
suv_fuelswitch_455,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Audi,2004,km per L,7.12,USD,51750,10,USD,1500,0.15
suv_fuelswitch_456,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2004,km per L,7.02,USD,51750,10,USD,1500,0.15
suv_fuelswitch_457,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Buick,2004,km per L,6.94,USD,51750,10,USD,1500,0.15
suv_fuelswitch_458,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,2004,km per L,6.36,USD,51750,10,USD,1500,0.15
suv_fuelswitch_459,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2004,km per L,5.99,USD,51750,10,USD,1500,0.15
suv_fuelswitch_460,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,2004,km per L,8.5,USD,51750,10,USD,1500,0.15
suv_fuelswitch_461,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2004,km per L,5.85,USD,51750,10,USD,1500,0.15
suv_fuelswitch_462,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2004,km per L,6.93,USD,51750,10,USD,1500,0.15
suv_fuelswitch_463,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2004,km per L,5.94,USD,51750,10,USD,1500,0.15
suv_fuelswitch_464,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2004,km per L,8.5,USD,51750,10,USD,1500,0.15
suv_fuelswitch_465,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hyundai,2004,km per L,7.98,USD,51750,10,USD,1500,0.15
suv_fuelswitch_466,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,2004,km per L,6.73,USD,51750,10,USD,1500,0.15
